TBLID,GEOID,GEONAME,ORDER,TITLE,ESTIMATE,MG_ERROR
B06011,05000US39055,"Geauga County, Ohio",3,Born in other state of the United States,"39,835","+/-10,871"
B06011,05000US39055,"Geauga County, Ohio",4,Native; born outside the United States,"25,425","+/-71,293"
B06011,05000US39055,"Geauga County, Ohio",5,Foreign born,"21,667","+/-14,948"
B06011,05000US39057,"Greene County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39057,"Greene County, Ohio",1,Total:,"32,897","+/-1,990"
B06011,05000US39057,"Greene County, Ohio",2,Born in state of residence,"30,971","+/-2,026"
B06011,05000US39057,"Greene County, Ohio",3,Born in other state of the United States,"35,678","+/-2,781"
B06011,05000US39057,"Greene County, Ohio",4,Native; born outside the United States,"50,556","+/-16,805"
B06011,05000US39057,"Greene County, Ohio",5,Foreign born,"45,954","+/-8,664"
B06011,05000US39061,"Hamilton County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39061,"Hamilton County, Ohio",1,Total:,"32,180",+/-754
B06011,05000US39061,"Hamilton County, Ohio",2,Born in state of residence,"31,826",+/-941
B06011,05000US39061,"Hamilton County, Ohio",3,Born in other state of the United States,"34,003","+/-1,818"
B06011,05000US39061,"Hamilton County, Ohio",4,Native; born outside the United States,"16,788","+/-12,195"
B06011,05000US39061,"Hamilton County, Ohio",5,Foreign born,"31,848","+/-4,328"
B06011,05000US39063,"Hancock County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39063,"Hancock County, Ohio",1,Total:,"31,711","+/-2,030"
B06011,05000US39063,"Hancock County, Ohio",2,Born in state of residence,"31,075","+/-2,025"
B06011,05000US39063,"Hancock County, Ohio",3,Born in other state of the United States,"31,555","+/-5,017"
B06011,05000US39063,"Hancock County, Ohio",4,Native; born outside the United States,-,**
B06011,05000US39063,"Hancock County, Ohio",5,Foreign born,"56,348","+/-9,006"
B06011,05000US39081,"Jefferson County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39081,"Jefferson County, Ohio",1,Total:,"22,484","+/-2,707"
B06011,05000US39081,"Jefferson County, Ohio",2,Born in state of residence,"23,108","+/-3,104"
B06011,05000US39081,"Jefferson County, Ohio",3,Born in other state of the United States,"21,555","+/-3,793"
B06011,05000US39081,"Jefferson County, Ohio",4,Native; born outside the United States,"45,671","+/-36,192"
B06011,05000US39081,"Jefferson County, Ohio",5,Foreign born,"25,938","+/-8,643"
B06011,05000US39085,"Lake County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39085,"Lake County, Ohio",1,Total:,"34,102","+/-1,233"
B06011,05000US39085,"Lake County, Ohio",2,Born in state of residence,"35,626","+/-1,294"
B06011,05000US39085,"Lake County, Ohio",3,Born in other state of the United States,"30,544","+/-1,814"
B06011,05000US39085,"Lake County, Ohio",4,Native; born outside the United States,"55,748","+/-34,687"
B06011,05000US39085,"Lake County, Ohio",5,Foreign born,"30,807","+/-4,729"
B06011,05000US39089,"Licking County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39089,"Licking County, Ohio",1,Total:,"31,605","+/-1,430"
B06011,05000US39089,"Licking County, Ohio",2,Born in state of residence,"31,102","+/-1,762"
B06011,05000US39089,"Licking County, Ohio",3,Born in other state of the United States,"32,749","+/-3,032"
B06011,05000US39089,"Licking County, Ohio",4,Native; born outside the United States,"37,937","+/-14,979"
B06011,05000US39089,"Licking County, Ohio",5,Foreign born,"33,061","+/-14,087"
B06011,05000US39093,"Lorain County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39093,"Lorain County, Ohio",1,Total:,"30,622",+/-946
B06011,05000US39093,"Lorain County, Ohio",2,Born in state of residence,"30,978","+/-1,069"
B06011,05000US39093,"Lorain County, Ohio",3,Born in other state of the United States,"30,483","+/-2,858"
B06011,05000US39093,"Lorain County, Ohio",4,Native; born outside the United States,"18,216","+/-9,460"
B06011,05000US39093,"Lorain County, Ohio",5,Foreign born,"30,496","+/-13,600"
B06011,05000US39095,"Lucas County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39095,"Lucas County, Ohio",1,Total:,"26,692",+/-819
B06011,05000US39095,"Lucas County, Ohio",2,Born in state of residence,"26,517",+/-900
B06011,05000US39095,"Lucas County, Ohio",3,Born in other state of the United States,"28,547","+/-3,148"
B06011,05000US39095,"Lucas County, Ohio",4,Native; born outside the United States,"16,764","+/-12,569"
B06011,05000US39095,"Lucas County, Ohio",5,Foreign born,"25,339","+/-6,301"
B06011,05000US39099,"Mahoning County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39099,"Mahoning County, Ohio",1,Total:,"26,214","+/-1,103"
B06011,05000US39099,"Mahoning County, Ohio",2,Born in state of residence,"27,206","+/-1,626"
B06011,05000US39099,"Mahoning County, Ohio",3,Born in other state of the United States,"25,023","+/-2,853"
B06011,05000US39099,"Mahoning County, Ohio",4,Native; born outside the United States,"13,025","+/-6,523"
B06011,05000US39099,"Mahoning County, Ohio",5,Foreign born,"26,979","+/-4,048"
B06011,05000US39101,"Marion County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39101,"Marion County, Ohio",1,Total:,"22,542","+/-1,552"
B06011,05000US39101,"Marion County, Ohio",2,Born in state of residence,"22,313","+/-1,909"
B06011,05000US39101,"Marion County, Ohio",3,Born in other state of the United States,"22,623","+/-2,714"
B06011,05000US39101,"Marion County, Ohio",4,Native; born outside the United States,"45,774","+/-33,098"
B06011,05000US39101,"Marion County, Ohio",5,Foreign born,"9,631","+/-9,704"
B06011,05000US39103,"Medina County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39103,"Medina County, Ohio",1,Total:,"36,691","+/-2,381"
B06011,05000US39103,"Medina County, Ohio",2,Born in state of residence,"36,212","+/-2,536"
B06011,05000US39103,"Medina County, Ohio",3,Born in other state of the United States,"37,364","+/-6,909"
B06011,05000US39103,"Medina County, Ohio",4,Native; born outside the United States,"17,177","+/-40,152"
B06011,05000US39103,"Medina County, Ohio",5,Foreign born,"43,125","+/-5,514"
B06011,05000US39109,"Miami County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39109,"Miami County, Ohio",1,Total:,"31,486","+/-1,750"
B06011,05000US39109,"Miami County, Ohio",2,Born in state of residence,"32,171","+/-2,426"
B06011,05000US39109,"Miami County, Ohio",3,Born in other state of the United States,"30,804","+/-2,628"
B06011,05000US39109,"Miami County, Ohio",4,Native; born outside the United States,"56,691","+/-55,863"
B06011,05000US39109,"Miami County, Ohio",5,Foreign born,"7,517","+/-5,104"
B06011,05000US39113,"Montgomery County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39113,"Montgomery County, Ohio",1,Total:,"29,228",+/-997
B06011,05000US39113,"Montgomery County, Ohio",2,Born in state of residence,"28,910","+/-1,227"
B06011,05000US39113,"Montgomery County, Ohio",3,Born in other state of the United States,"30,014","+/-1,444"
B06011,05000US39113,"Montgomery County, Ohio",4,Native; born outside the United States,"37,705","+/-23,532"
B06011,05000US39113,"Montgomery County, Ohio",5,Foreign born,"27,488","+/-4,817"
B06011,05000US39119,"Muskingum County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39119,"Muskingum County, Ohio",1,Total:,"27,069","+/-2,292"
B06011,05000US39119,"Muskingum County, Ohio",2,Born in state of residence,"26,886","+/-2,412"
B06011,05000US39119,"Muskingum County, Ohio",3,Born in other state of the United States,"26,896","+/-6,316"
B06011,05000US39119,"Muskingum County, Ohio",4,Native; born outside the United States,"32,002","+/-23,034"
B06011,05000US39119,"Muskingum County, Ohio",5,Foreign born,"30,894","+/-3,453"
B06011,05000US39133,"Portage County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39133,"Portage County, Ohio",1,Total:,"27,735","+/-1,583"
B06011,05000US39133,"Portage County, Ohio",2,Born in state of residence,"27,164","+/-1,620"
B06011,05000US39133,"Portage County, Ohio",3,Born in other state of the United States,"30,430","+/-3,594"
B06011,05000US39133,"Portage County, Ohio",4,Native; born outside the United States,"23,761","+/-14,632"
B06011,05000US39133,"Portage County, Ohio",5,Foreign born,"32,418","+/-37,126"
B06011,05000US39139,"Richland County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39139,"Richland County, Ohio",1,Total:,"24,499","+/-1,291"
B06011,05000US39139,"Richland County, Ohio",2,Born in state of residence,"25,040","+/-1,589"
B06011,05000US39139,"Richland County, Ohio",3,Born in other state of the United States,"22,368","+/-1,997"
B06011,05000US39139,"Richland County, Ohio",4,Native; born outside the United States,"14,396","+/-6,802"
B06011,05000US39139,"Richland County, Ohio",5,Foreign born,"26,761","+/-4,913"
B06011,05000US39141,"Ross County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39141,"Ross County, Ohio",1,Total:,"25,727","+/-2,043"
B06011,05000US39141,"Ross County, Ohio",2,Born in state of residence,"25,357","+/-2,713"
B06011,05000US39141,"Ross County, Ohio",3,Born in other state of the United States,"34,250","+/-10,051"
B06011,05000US39141,"Ross County, Ohio",4,Native; born outside the United States,"4,096","+/-5,209"
B06011,05000US39141,"Ross County, Ohio",5,Foreign born,"5,821","+/-16,835"
B06011,05000US39145,"Scioto County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39145,"Scioto County, Ohio",1,Total:,"20,980","+/-2,027"
B06011,05000US39145,"Scioto County, Ohio",2,Born in state of residence,"21,094","+/-2,106"
B06011,05000US39145,"Scioto County, Ohio",3,Born in other state of the United States,"20,424","+/-6,087"
B06011,05000US39145,"Scioto County, Ohio",4,Native; born outside the United States,"138,158","+/-197,020"
B06011,05000US39145,"Scioto County, Ohio",5,Foreign born,"13,920","+/-36,139"
B06011,05000US39151,"Stark County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39151,"Stark County, Ohio",1,Total:,"26,898",+/-714
B06011,05000US39151,"Stark County, Ohio",2,Born in state of residence,"27,001",+/-853
B06011,05000US39151,"Stark County, Ohio",3,Born in other state of the United States,"26,838","+/-1,532"
B06011,05000US39151,"Stark County, Ohio",4,Native; born outside the United States,"31,566","+/-19,266"
B06011,05000US39151,"Stark County, Ohio",5,Foreign born,"20,766","+/-8,060"
B06011,05000US39153,"Summit County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39153,"Summit County, Ohio",1,Total:,"31,405",+/-581
B06011,05000US39153,"Summit County, Ohio",2,Born in state of residence,"31,679",+/-730
B06011,05000US39153,"Summit County, Ohio",3,Born in other state of the United States,"31,199","+/-1,370"
B06011,05000US39153,"Summit County, Ohio",4,Native; born outside the United States,"31,687","+/-14,351"
B06011,05000US39153,"Summit County, Ohio",5,Foreign born,"26,205","+/-4,679"
B06011,05000US39155,"Trumbull County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39155,"Trumbull County, Ohio",1,Total:,"26,640","+/-1,301"
B06011,05000US39155,"Trumbull County, Ohio",2,Born in state of residence,"27,303","+/-1,832"
B06011,05000US39155,"Trumbull County, Ohio",3,Born in other state of the United States,"25,255","+/-1,838"
B06011,05000US39155,"Trumbull County, Ohio",4,Native; born outside the United States,"12,062","+/-29,100"
B06011,05000US39155,"Trumbull County, Ohio",5,Foreign born,"30,242","+/-13,311"
B06011,05000US39157,"Tuscarawas County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39157,"Tuscarawas County, Ohio",1,Total:,"26,407","+/-1,813"
B06011,05000US39157,"Tuscarawas County, Ohio",2,Born in state of residence,"25,880","+/-2,777"
B06011,05000US39157,"Tuscarawas County, Ohio",3,Born in other state of the United States,"29,865","+/-6,155"
B06011,05000US39157,"Tuscarawas County, Ohio",4,Native; born outside the United States,"121,923","+/-49,732"
B06011,05000US39157,"Tuscarawas County, Ohio",5,Foreign born,"25,852","+/-1,600"
B06011,05000US39165,"Warren County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39165,"Warren County, Ohio",1,Total:,"40,607","+/-1,282"
B06011,05000US39165,"Warren County, Ohio",2,Born in state of residence,"37,368","+/-2,775"
B06011,05000US39165,"Warren County, Ohio",3,Born in other state of the United States,"43,358","+/-5,124"
B06011,05000US39165,"Warren County, Ohio",4,Native; born outside the United States,"42,702","+/-13,449"
B06011,05000US39165,"Warren County, Ohio",5,Foreign born,"54,846","+/-15,762"
B06011,05000US39169,"Wayne County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39169,"Wayne County, Ohio",1,Total:,"28,925","+/-1,991"
B06011,05000US39169,"Wayne County, Ohio",2,Born in state of residence,"28,649","+/-2,620"
B06011,05000US39169,"Wayne County, Ohio",3,Born in other state of the United States,"28,240","+/-5,676"
B06011,05000US39169,"Wayne County, Ohio",4,Native; born outside the United States,"11,181","+/-11,651"
B06011,05000US39169,"Wayne County, Ohio",5,Foreign born,"57,631","+/-22,731"
B06011,05000US39173,"Wood County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39173,"Wood County, Ohio",1,Total:,"30,213","+/-1,832"
B06011,05000US39173,"Wood County, Ohio",2,Born in state of residence,"29,052","+/-2,352"
B06011,05000US39173,"Wood County, Ohio",3,Born in other state of the United States,"34,810","+/-6,507"
B06011,05000US39173,"Wood County, Ohio",4,Native; born outside the United States,"12,377","+/-7,475"
B06011,05000US39173,"Wood County, Ohio",5,Foreign born,"41,463","+/-10,616"
B06011,05000US40017,"Canadian County, Oklahoma",0.5,Median income in the past 12 months --,,
B06011,05000US40017,"Canadian County, Oklahoma",1,Total:,"32,272","+/-2,049"
B06011,05000US40017,"Canadian County, Oklahoma",2,Born in state of residence,"31,640","+/-1,538"
B06011,05000US40017,"Canadian County, Oklahoma",3,Born in other state of the United States,"35,325","+/-3,987"
B06011,05000US40017,"Canadian County, Oklahoma",4,Native; born outside the United States,"7,337","+/-39,692"
B06011,05000US40017,"Canadian County, Oklahoma",5,Foreign born,"32,463","+/-6,067"
B06011,05000US40027,"Cleveland County, Oklahoma",0.5,Median income in the past 12 months --,,
B06011,05000US40027,"Cleveland County, Oklahoma",1,Total:,"31,118",+/-925
B06011,05000US40027,"Cleveland County, Oklahoma",2,Born in state of residence,"30,069","+/-1,742"
